LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003134508-0001-3,"CH - LITTLE TOKYO, LLC",CURRY HOUSE JAPANESE CURRY & SPAGHETTI,123   ONIZUKA STREET   SUITE #204,LOS ANGELES,90012-3847,123 ONIZUKA 90012-3847,120   CHULA VISTA,HOLLYWOOD PARK,78232-2234,722110,Full-service restaurants,14,06/21/2019,,"(34.0503, -118.242)"
0003134447-0001-5,YOON CHOI,CAN-ZO,18212 S WESTERN AVENUE,GARDENA,90248-3819,18212 WESTERN 90248-3819,1510 W ARTESIA SQUARE   UNIT #G,GARDENA,90248-4768,722110,Full-service restaurants,15,06/27/2019,,"(33.8649, -118.309)"
0003136883-0001-9,MICHAS TECHNOLOGIES INC,ELENI'S KITCHEN,6407   VAN NUYS BLVD,VAN NUYS,91401-1437,6407 VAN NUYS 91401-1437,,,,722110,Full-service restaurants,6,07/10/2019,,"(34.187, -118.4491)"
0000097465-0001-4,GUADALUPE PEREZ,BRITE SPOT RESTAURANT,615 S PACIFIC AVENUE,SAN PEDRO,90731-2629,615 PACIFIC 90731-2629,1720 E ANAHEIM STREET,LONG BEACH,90813-3905,722110,Full-service restaurants,15,03/26/1994,,
0002797773-0001-1,CM TORRES CORP,BLACK ROSE TAVERN,8771 W PICO BLVD,LOS ANGELES,90035-2212,8771 PICO 90035-2212,20460 MAROGE CIRCLE,SANTA CLARITA,91350-3811,722110,Full-service restaurants,5,02/20/2015,,"(34.0546, -118.383)"
0000195355-0060-9,PANDA EXPRESS INC,,20040  1/2   VENTURA BLVD,WOODLAND HILLS,91364-2637,20040 VENTURA 91364-2637,1683   WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,3,01/14/2017,,"(34.171, -118.57)"
0003137249-0001-0,CON SABOR A PERU INC,,5163   VENICE BLVD,LOS ANGELES,90019-5201,5163 VENICE 90019,5163   VENICE BLVD,LOS ANGELES,90019-5201,722110,Full-service restaurants,10,08/01/2019,,"(34.0452, -118.3531)"
0003137607-0001-9,CLAUDIA MARIA MALDONADO PERLA,MONSTER BURGER #3,8025   AVALON BLVD,LOS ANGELES,90003-2612,8025 AVALON 90003-2612,,,,722110,Full-service restaurants,9,08/01/2019,,"(33.9657, -118.2655)"
0003133590-0001-2,CHINNAWAT YUENYONGSAKUL,,11736   VICTORY BLVD,NORTH HOLLYWOOD,91606-3422,11736 VICTORY 91606-3422,,,,722110,Full-service restaurants,2,06/30/2019,,"(34.1864, -118.3891)"
0003137247-0001-1,MI & KI INC.,ONE 80 PIZZERIA,8519 W PICO BLVD,LOS ANGELES,90035-2409,8519 PICO 90035,8519 W PICO BLVD,LOS ANGELES,90035-2409,722110,Full-service restaurants,5,08/03/2019,,"(34.0536, -118.3773)"
0002808746-0001-9,PHILLIP E HUGHES,JUNIORS BBQ PIT,7501 S WESTERN AVENUE,LOS ANGELES,90047-2430,7501 WESTERN 90047-2430,900 N ALAMEDA STREET #862365,LOS ANGELES,90086-2513,722110,Full-service restaurants,8,02/24/2015,,"(33.9718, -118.3089)"
0000480189-0003-6,AM BEST FOOD INC,GRIFFITH PARK CLUBHOUSE GRILL & EVENT CENTER,4730   CRYSTAL SPRINGS DRIVE,LOS ANGELES,90027-1401,4730 CRYSTAL SPRINGS 90027-1401,3207   LOS FELIZ BLVD,LOS ANGELES,90039-1508,722110,Full-service restaurants,4,06/17/2019,,"(34.1235, -118.2739)"
0000101227-0001-7,ANA RUTH GARCIA,NUESTRO DIVINO SALVADOR,5816 YORK BLVD,LOS ANGELES,90042-2635,5816 YORK 90042-2635,1337 S DOWNEY ROAD,LOS ANGELES,90023-4020,722110,Full-service restaurants,14,09/15/2004,,
0003131607-0001-5,"B & C WILSHIRE, INC",,3372 W 8TH STREET,LOS ANGELES,90005-2437,3372 8TH 90005-2437,1058 S VERMONT AVENUE   SUITE #204,LOS ANGELES,90006-2731,722110,Full-service restaurants,10,06/14/2019,,"(34.0575, -118.3025)"
0000450306-0003-1,RUBIOS RESTAURANTS INC,RUBIO'S FRESH MEXICAN GRILL,19500 PLUMMER STREET #B3,NORTHRIDGE,91324-2158,19500 PLUMMER 91324-2158,2200   FARADAY AVENUE   SUITE #250,CARLSBAD,92008-7234,722110,Full-service restaurants,12,03/01/1998,,"(34.2427, -118.5579)"
0003135682-0001-1,FEFI AVI CORP,ILOPANGO RESTAURANT,8332   SEPULVEDA BLVD   #5,NORTH HILLS,91343-6529,8332 SEPULVEDA 91343-6529,,,,722110,Full-service restaurants,6,07/03/2019,,"(34.2222, -118.4672)"
0000104152-0001-9,THEM L TANG,HONG KONG EXPRESS,3646 E OLYMPIC BLVD,LOS ANGELES,90023-3129,3646 OLYMPIC 90023-3129,,,,722110,Full-service restaurants,14,04/21/2000,,
0003134137-0001-7,SABORES MEXICAN FOOD INC,MARGARITAS MEXICAN FOOD,2101 W PICO BLVD   UNIT #A5,LOS ANGELES,90006-4900,2101 PICO 90006,2101 W PICO BLVD   UNIT #A5,LOS ANGELES,90006-4900,722110,Full-service restaurants,1,04/01/2019,,"(34.0476, -118.2829)"
0000271995-0001-1,"O DAE SAN, INC.",O DAE SAN,2889 W OLYMPIC BLVD,LOS ANGELES,90006-2635,2889 OLYMPIC 90006-2635,300 W VALLEY BLVD,ALHAMBRA,91803-3338,722110,Full-service restaurants,10,11/20/2003,,"(34.0526, -118.2973)"
0003135254-0001-6,SUN RAMEN & SUSHI BAR INC,SUN RAMEN & SUSHI BAR,7578   WINNETKA AVENUE,WINNETKA,91306-2930,7578 WINNETKA 91306-2930,7115   ETIWANDA AVENUE   #7,RESEDA,91335-4421,722110,Full-service restaurants,3,07/02/2019,,"(34.208, -118.5709)"
0000106116-0001-7,MARIA RAMIREZ,LA AZTECA,4203 CHEVY CHASE DRIVE,LOS ANGELES,90039-1274,4203 CHEVY CHASE 90039-1274,,,,722110,Full-service restaurants,13,02/08/1994,,
0003006368-0001-9,BISTRO KITCHEN LLC,MONTRESOR,11266   VENTURA BLVD,STUDIO CITY,91604-3135,11266 VENTURA 91604-3135,13041   MOORPARK STREET   UNIT #5,STUDIO CITY,91604-1476,722110,Full-service restaurants,2,09/11/2017,,"(34.1408, -118.3753)"
0002968351-0001-1,2000 E 7TH ST. LLC,GUERRILLA TACOS,2000 E 7TH STREET,LOS ANGELES,90021-1302,2000 7TH 90021-1302,2000 E 7TH STREET,LOS ANGELES,90021-1302,722110,Full-service restaurants,14,02/27/2017,,"(34.0343, -118.2321)"
0000195355-0061-7,PANDA EXPRESS INC,PANDA EXPRESS 2648,741 S SOTO STREET,LOS ANGELES,90023-1336,741 SOTO 90023-1336,1683   WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,14,05/01/2017,,"(34.0347, -118.2158)"
0003132196-0001-0,ORI RESTAURANTS INC,ELA,307   LINCOLN BLVD,VENICE,90291-2842,307 LINCOLN 90291-2842,,,,722110,Full-service restaurants,11,06/17/2019,,"(34.0011, -118.4677)"
0002824314-0004-4,CREWS LAX2 LLC,PICK UP STIX,200 WORLD WAY SPACE #236FB,LOS ANGELES,90045-5885,200 WORLD 90045-5885,8685 W SAHARA AVENUE SUITE #280,LAS VEGAS,89117-5886,722110,Full-service restaurants,11,05/15/2015,,"(33.9452, -118.4019)"
0003246820-0001-5,LARA HARB,ONE STOP EAT,6219   FRANKLIN AVENUE,LOS ANGELES,90028-5201,6219 FRANKLIN 90028,6219   FRANKLIN AVENUE,LOS ANGELES,90028-5201,722110,Full-service restaurants,4,03/31/2021,,"(34.1055, -118.3248)"
0002456033-0002-8,LEMONADE RESTAURANT GROUP LLC,,250 S GRAND AVENUE,LOS ANGELES,90012-3007,250 GRAND 90012-3007,1600 CHAMPA STREET SUITE #340,DENVER,80202-2709,722110,Full-service restaurants,14,09/20/2009,,"(34.0538, -118.2503)"
0003058185-0001-2,GUADALUPE RIVAS,IRENE'S RESTAURANT,2215 S CENTRAL AVENUE,LOS ANGELES,90011-1238,2215 CENTRAL 90011-1238,1523 E 42ND STREET,LOS ANGELES,90011-3317,722110,Full-service restaurants,9,05/31/2018,,"(34.0217, -118.2532)"
0003133980-0001-1,YELLOW DOT RESTAURANT GROUP INC,FRYMADNESS,555 S SPRING STREET,LOS ANGELES,90013-2303,555 SPRING 90013-2303,608 S HILL STREET   SUITE #906,LOS ANGELES,90014-1730,722110,Full-service restaurants,14,06/01/2019,,"(34.047, -118.2503)"
0002678161-0001-8,VICTORY BREAD LLC,VICTORY BREAD,14049 VICTORY BLVD,VAN NUYS,91401-2225,14049 VICTORY 91401-2225,,,,722110,Full-service restaurants,2,04/24/2013,,"(34.1866, -118.4391)"
0003132551-0001-5,D&HYUN INC.,,18406   VENTURA BLVD,TARZANA,91356-4202,18406 VENTURA 91356-4202,18406   VENTURA BLVD,TARZANA,91356-4202,722110,Full-service restaurants,3,07/01/2019,,"(34.1676, -118.5339)"
0003136469-0001-6,VERN THEATER INC,DON QUIXOTE,2811 E OLYMPIC BLVD,LOS ANGELES,90023-3411,2811 OLYMPIC 90023-3411,1216 E OJAI AVENUE,OJAI,93023-3015,722110,Full-service restaurants,14,07/09/2019,,"(34.0235, -118.2172)"
0002818016-0001-7,"SUCHITLAN RESTAURANT, INC.",SUCHITLAN RESTAURANT,13683 VAN NUYS BLVD,PACOIMA,91331-3617,13683 VAN NUYS 91331-3617,13683 VAN NUYS BLVD,PACOIMA,91331-3617,722110,Full-service restaurants,7,03/02/2015,,"(34.2596, -118.4309)"
0003137029-0001-6,USBE GROUP INC,RJ BAR & ENTERTAINMENT,3855   WILSHIRE BLVD,LOS ANGELES,90010-3202,3855 WILSHIRE 90010,968 S NEW HAMPSHIRE AVENUE   UNIT #3,LOS ANGELES,90006-1628,722110,Full-service restaurants,10,08/01/2019,,"(34.0619, -118.3107)"
0000114971-0001-3,LUIS ESTEVEZ,TACOS LA NENA,4427 AVALON BLVD,LOS ANGELES,90011-5626,4427 AVALON 90011-5626,3527 BLANCHARD STREET,LOS ANGELES,90063-3841,722110,Full-service restaurants,9,03/16/1994,,
0000216453-0001-4,LACOCINITA RESTAURANT INC,,13178 VAN NUYS BLVD,PACOIMA,91331-2572,13178 VAN NUYS 91331-2572,,,,722110,Full-service restaurants,7,10/09/2004,,"(34.2677, -118.4198)"
0000410027-0002-4,DENSAIF INC,DENNY'S 9395,12861   ENCINITAS AVENUE,SYLMAR,91342-3518,12861 ENCINITAS 91342-3518,13515   HUBBARD STREET,SYLMAR,91342-4419,722110,Full-service restaurants,7,02/07/2019,,"(34.303, -118.4783)"
0002934939-0001-1,"GOLDEN ORANGE, INC.",O SUSHI,11082   SANTA MONICA BLVD,LOS ANGELES,90025-3561,11082 SANTA MONICA 90025-3561,11082   SANTA MONICA BLVD,LOS ANGELES,90025-3561,722110,Full-service restaurants,5,02/23/2016,,"(34.0476, -118.4439)"
0003084627-0001-1,RITROVO PLAYA VISTA LLC,RITROVO,6020   SEABLUFF DRIVE   SUITE #4,PLAYA VISTA,90094-2211,6020 SEABLUFF 90094-2211,6020   SEABLUFF DRIVE   SUITE #4,PLAYA VISTA,90094-2211,722110,Full-service restaurants,11,11/15/2018,,"(33.9737, -118.4221)"
0003131954-0001-4,TACOMIENDO MEXICAN RESTAURANT,,4502   INGLEWOOD BLVD,CULVER CITY,90230-5857,4502 INGLEWOOD 90230-5857,,,,722110,Full-service restaurants,11,06/18/2019,,"(33.9949, -118.4176)"
0003194906-0001-5,GARFONOS PIZZA LLC,LA HOT WINGS,5468 VALLEY BLVD,LOS ANGELES,90032-3530,5468 VALLEY 90032-3530,,,,722110,Full-service restaurants,14,04/28/2020,,"(34.0734, -118.1638)"
0003132861-0001-3,SANTIAGO A CERVANTES,TIROS CHICKEN,6225 S SAN PEDRO STREET,LOS ANGELES,90003-1636,6225 SAN PEDRO 90003-1636,,,,722110,Full-service restaurants,9,06/20/2019,,"(33.9826, -118.2699)"
0000972742-0001-8,JOSE E MENDOZA/ANA NOLASCO,MIKOSHI,3010 S FIGUEROA STREET,LOS ANGELES,90007-3711,3010 FIGUEROA 90007-3711,12276   WILLOWBEND LANE,SYLMAR,91342-5150,722110,Full-service restaurants,9,09/01/1999,,"(34.0249, -118.278)"
0002783852-0001-1,SAZON K-TRACHO,,4181 S FIGUEROA STREET,LOS ANGELES,90037-2040,4181 FIGUEROA 90037,4181 S FIGUEROA STREET,LOS ANGELES,90037-2040,722110,Full-service restaurants,9,09/01/2014,,"(34.0073, -118.2827)"
0002853789-0001-2,"INTERNATIONAL FRANCHISE GROUP, INC.",,2010 JAMES M WOOD BLVD,LOS ANGELES,90006-3006,2010 JAMES M WOOD 90006-3006,2010 JAMES M WOOD BLVD,LOS ANGELES,90006-3006,722110,Full-service restaurants,1,08/21/2015,,"(34.0529, -118.2777)"
0003134728-0001-7,TAQUERIA JEREZ INC,,8610   VAN NUYS BLVD   #12,PANORAMA CITY,91402-7207,8610 VAN NUYS 91402-7207,POST OFFICE BOX #4141,PANORAMA CITY,91412-4141,722110,Full-service restaurants,6,08/30/2016,,"(34.2268, -118.4494)"
0000005775-0008-8,PANDHER FAST FOOD INC,,6576   VAN NUYS BLVD,VAN NUYS,91401-1426,6576 VAN NUYS 91401-1426,12771   VAN NUYS BLVD,PACOIMA,91331-1627,722110,Full-service restaurants,6,06/12/2019,,"(34.1903, -118.448)"
0000119896-0001-1,"HOME RESTAURANT SAVP, INC.",HOME RESTAURANT,1760 HILLHURST AVENUE,LOS ANGELES,90027-4457,1760 HILLHURST 90027-4457,,,,722110,Full-service restaurants,4,01/11/2001,,
0003115140-0002-1,Y S OT CORPORATION,RAMEN KOO,5784   MELROSE AVENUE,LOS ANGELES,90038-3844,5784 MELROSE 90038-3844,,,,722110,Full-service restaurants,4,06/25/2019,,"(34.0832, -118.3263)"
0000120820-0001-0,ROGELIO FONSECA,LA ABEJA RESTAURANT,3700 N FIGUEROA STREET,LOS ANGELES,90065-2447,3700 FIGUEROA 90065-2447,,,,722110,Full-service restaurants,1,05/01/1995,,
0000509555-0001-3,"BELLA KING FOODS, INC.",KING COLE PIZZA,612 S LORENA STREET,LOS ANGELES,90023-1644,612 LORENA 90023-1644,,,,722110,Full-service restaurants,14,05/01/1986,,"(34.0304, -118.1992)"
0003209037-0001-1,EARTH VIBES RESTAURANT INC,,13231 GLADSTONE AVENUE,SYLMAR,91342-3116,13231 Gladstone 91342-3116,13231 GLADSTONE AVENUE,SYLMAR,91342-3116,722110,Full-service restaurants,7,09/01/2020,,"(34.3112, -118.429)"
0003105210-0001-4,"AMERICAN BEAUTY VENTURE, LLC",AMERICAN BEAUTY,425   ROSE AVENUE,VENICE,90291-2629,425 ROSE 90291-2629,2434   LINCOLN BLVD,VENICE,90291-6034,722110,Full-service restaurants,11,03/01/2019,,"(33.9981, -118.4745)"
0003135214-0001-1,"ITWIL, INC.",ROAD TO SEOUL,1230 S WESTERN AVENUE,LOS ANGELES,90006-3108,1230 WESTERN 90006,1230 S WESTERN AVENUE,LOS ANGELES,90006-3108,722110,Full-service restaurants,10,07/01/2019,,"(34.0487, -118.3087)"
0002963854-0002-7,SHABUSHI INC,STREET FOODS MARKET,5155   HOLLYWOOD BLVD,LOS ANGELES,90027-6113,5155 HOLLYWOOD 90027-6113,,,,722110,Full-service restaurants,13,06/28/2019,,"(34.1018, -118.3023)"
0003135833-0001-3,SEBASTIAN AJMAC,LOS CHAPINES RESTAURANT,17734   SHERMAN WAY,RESEDA,91335-3317,17734 SHERMAN 91335-3317,,,,722110,Full-service restaurants,3,02/01/2019,,"(34.2009, -118.5198)"
0003134594-0001-8,LADUREE LOS ANGELES LLC,LADUREE MANSUR GAVRIEL,8475   MELROSE PLACE,LOS ANGELES,90069-5311,8475 MELROSE 90069,311 N BEVERLY DRIVE,BEVERLY HILLS,90210-4713,722110,Full-service restaurants,5,07/12/2019,,"(34.0839, -118.3759)"
0002533277-0001-0,RECREATIONAL ENGINEERING LLC,RODEO KING OF RAMADA,21340 DEVONSHIRE STREET SUITE #B,CHATSWORTH,91311-2320,21340 DEVONSHIRE 91311-2320,5249   COLODNY DRIVE   SUITE #8,AGOURA HILLS,91301-2637,722110,Full-service restaurants,12,01/01/2011,,"(34.2572, -118.596)"
0000849905-0001-0,WILLIAM/LORI GRIGG,LORIS KITCHEN,15333 SHERMAN WAY #U,VAN NUYS,91406-4204,15333 SHERMAN 91406-4204,4011 STONE CANYON AVENUE,SHERMAN OAKS,91403-4542,722110,Full-service restaurants,6,07/05/1992,,"(34.2012, -118.4672)"
0003133980-0002-0,YELLOW DOT RESTAURANT GROUP INC,THE RED CHICKZ,557 S SPRING STREET,LOS ANGELES,90013-2303,557 SPRING 90013-2303,,,,722110,Full-service restaurants,14,06/01/2019,,"(34.047, -118.2503)"
0003121106-0001-3,MJ CASAMAR INC,CASA MARAVILLA BAR & GRILL,1828 S VERMONT AVENUE,LOS ANGELES,90006-4526,1828 VERMONT 90006-4526,1828 S VERMONT AVENUE,LOS ANGELES,90006-4526,722110,Full-service restaurants,1,07/01/2019,,"(34.0405, -118.2913)"
0003135288-0001-5,ALEN KHACHIKYAN,2 GUYS KABOB,8440   BRADLEY AVENUE,SUN VALLEY,91352-3308,8440 BRADLEY 91352-3308,,,,722110,Full-service restaurants,6,07/01/2019,,"(34.2239, -118.3701)"
0000450306-0002-2,RUBIOS RESTAURANTS INC,RUBIO'S FRESH MEXICAN GRILL,4250 LINCOLN BLVD,MARINA DEL REY,90292-5654,4250 LINCOLN 90292-5654,2200   FARADAY AVENUE   SUITE #250,CARLSBAD,92008-7234,722110,Full-service restaurants,11,10/17/1996,,"(33.9858, -118.4435)"
0003203186-0001-0,VALLEY RESTAURANT INC,,20002 VENTURA BLVD,WOODLAND HILLS,91364-2632,20002 Ventura 91364-2632,,,,722110,Full-service restaurants,3,05/01/2020,,"(34.1716, -118.5686)"
0002558294-0001-2,WSTHREE-55 INC,WINGSTOP,12745 VAN NUYS BLVD,PACOIMA,91331-1627,12745 VAN NUYS 91331-1627,20058 VENTURA BLVD,WOODLAND HILLS,91364-2637,722110,Full-service restaurants,7,05/02/2011,,"(34.2745, -118.4104)"
0002826659-0001-6,SUJITRA FUHTRAKOON,THAI SILK EXPRESS,1260 S SOTO STREET #17,LOS ANGELES,90023-2631,1260 SOTO 90023-2631,,,,722110,Full-service restaurants,14,04/01/2015,,"(34.0272, -118.2195)"
0003136142-0001-2,PROVIDENCIA II LLC,LA TAPACHULTECA,8640   VAN NUYS BLVD,PANORAMA CITY,91402-2913,8640 VAN NUYS 91402-2913,,,,722110,Full-service restaurants,6,07/08/2019,,"(34.2267, -118.4493)"
0002994719-0001-5,"TWIST BAKE SHOP, INC.",,4357   WILSHIRE BLVD,LOS ANGELES,90010-3706,4357 WILSHIRE 90010,344 S LA BREA AVENUE,LOS ANGELES,90036-3526,722110,Full-service restaurants,4,07/07/2017,,"(34.0623, -118.3236)"
0003210481-0001-6,BELAIR BISTRO,,2337   ROSCOMARE ROAD   UNIT #4,LOS ANGELES,90077-1851,2337 ROSCOMARE 90077,2337   ROSCOMARE ROAD   UNIT #4,LOS ANGELES,90077-1851,722110,Full-service restaurants,5,09/21/2020,,"(34.1167, -118.4644)"
0003111820-0001-4,NBK BRANDED ENTERTAINMENT INC,,1714 N LAS PALMAS AVENUE,LOS ANGELES,90028-4805,1714 LAS PALMAS 90028-4805,3701   WILSHIRE BLVD   SUITE #200,LOS ANGELES,90010-2826,722110,Full-service restaurants,13,01/29/2018,,"(34.1021, -118.3359)"
0000850893-0007-5,KAZI FOODS INC,KFC # H730-016,6502 LAUREL CANYON BLVD,N HOLLYWOOD,91606-1521,6502 LAUREL CANYON 91606-1521,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,2,03/01/1991,,"(34.1885, -118.3964)"
0000486068-0037-4,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL INC 1843,5240 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-3109,5240 LANKERSHIM 91601-3109,POST OFFICE BOX #182566,COLUMBUS,43218-2566,722110,Full-service restaurants,4,01/16/2013,,"(34.1657, -118.3751)"
0002371086-0003-9,WILSON PITRUZZELLI INVESTMENTS LLC,BREADLAM,826 E 3RD STREET,LOS ANGELES,90013-1820,826 3RD 90013-1820,,,,722110,Full-service restaurants,14,01/01/2016,,"(34.0456, -118.2353)"
0003095168-0003-9,"FM RESTAURANTS EL TORITO OPCO, LLC",EL TORITO CANTINA AUTENTICA,14433  1/2   VENTURA BLVD,SHERMAN OAKS,91423-2678,14433 VENTURA 91423-2678,,,,722110,Full-service restaurants,4,11/05/2018,,"(34.1508, -118.4472)"
0003131828-0001-3,"PARAMOUNT BROOKLYN, LLC",,2706 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3106,2706 CESAR E CHAVEZ 90033-3106,2404   WILSHIRE BLVD   SUITE #8A,LOS ANGELES,90057-3342,722110,Full-service restaurants,14,06/05/2018,,"(34.0448, -118.204)"
0002927165-0001-3,RICHARD RAYA JR,SAMS TACOS,715 S SOTO STREET,LOS ANGELES,90023-1320,715 SOTO 90023-1320,,,,722110,Full-service restaurants,14,08/12/2016,,"(34.0353, -118.2153)"
0003133052-0001-6,MARISCOS SAN MIGUEL ARCANGEL CORP,,2614   MAPLE AVENUE,LOS ANGELES,90011-1432,2614 MAPLE 90011-1432,,,,722110,Full-service restaurants,9,07/01/2019,,"(34.0228, -118.2655)"
0002930752-0001-1,BERZA PARTNERS LLC,JEJE CHICKEN,16970   SAN FERNANDO MISSION BLVD   SUITE #C1,GRANADA HILLS,91344-4264,16970 SAN FERNANDO MISSION 91344-4264,,,,722110,Full-service restaurants,12,09/01/2016,,"(34.2717, -118.5013)"
0003145668-0001-7,"PLANT-BASED PIZZA VENICE, LLC",DOUBLE ZERO,1700   LINCOLN BLVD,VENICE,90291-3968,1700 LINCOLN 90291-3968,1009   ABBOT KINNEY BLVD,VENICE,90291-3372,722110,Full-service restaurants,11,04/27/2019,,"(33.9968, -118.458)"
0003084207-0001-1,"EUROPEAN GASTRO MANAGEMENT, LP",RASSELBOCK,3817   GRAND VIEW BLVD,LOS ANGELES,90066-4405,3817 GRAND VIEW 90066-4405,3817   GRAND VIEW BLVD   BUILDING,LOS ANGELES,90066-4405,722110,Full-service restaurants,11,12/01/2018,,"(34.0041, -118.431)"
0000123843-0001-2,IRAPUATO CORP,EL CHINO RESTAURANT,2119 W 8TH STREET #D,LOS ANGELES,90057-4088,2119 8TH 90057-4088,,,,722110,Full-service restaurants,1,01/01/2004,,"(34.0549, -118.278)"
0000133322-0001-6,LAPD LAW ENFORCEMENT EXPLORER SCOUT POST 515E,,19020 VANOWEN STREET,RESEDA,91335-5114,19020 VANOWEN 91335,,,,722110,Full-service restaurants,3,03/11/1981,,
0000195355-0059-5,PANDA EXPRESS INC,PANDA EXPRESS 2623,2011   WESTWOOD BLVD,LOS ANGELES,90025-6328,2011 WESTWOOD 90025-6328,1683   WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,5,04/01/2016,,"(34.0462, -118.4341)"
0003208673-0001-0,TACOS EL HERMANO CORP,,1220 E 1ST STREET   BUILDING,LOS ANGELES,90033-3216,1220 1ST 90033,3207 E 8TH STREET,LOS ANGELES,90023-2901,722110,Full-service restaurants,14,07/01/2020,,"(34.0474, -118.2269)"
0002493464-0001-1,LOCANDA POSITANO INC,,4059 LINCOLN BLVD SUITE #A,MARINA DEL REY,90292-4604,4059 LINCOLN 90292-4604,,,,722110,Full-service restaurants,11,03/24/2010,,"(33.9861, -118.4438)"
0003152712-0001-4,THE NICE GUY LLC,,401 N LA CIENEGA BLVD,WEST HOLLYWOOD,90048-1906,401 LA CIENEGA 90048-1906,9229 W SUNSET BLVD SUITE #900,WEST HOLLYWOOD,90069-3410,722110,Full-service restaurants,14,08/01/2018,,"(34.0787, -118.3768)"
0003134765-0001-8,CORDOVA CACERES LLC,EL CAFETALITO,8700   WOODMAN AVENUE   SUITE #7,ARLETA,91331-6552,8700 WOODMAN 91331,8700   WOODMAN AVENUE   SUITE #7,ARLETA,91331-6552,722110,Full-service restaurants,6,06/28/2019,,"(34.2284, -118.4343)"
0002009832-0001-9,CALIFORNIA RESTAURANT INVESTMENTS INC,PALMERI RISTORANTE  | PALMERI SPA RISTORANTE,11650 SAN VICENTE BLVD,LOS ANGELES,90049-5104,11650 SAN VICENTE 90049-5104,11650 SAN VICENTE BLVD,LOS ANGELES,90049-5104,722110,Full-service restaurants,11,12/21/2004,,"(34.0538, -118.4635)"
0000038627-0010-3,PANDA EXPRESS INC,PANDA EXPRESS #3304,2619 N FIGUEROA STREET SUITE #D,LOS ANGELES,90065-1025,2619 Figueroa 90065-1025,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,1,08/01/2020,,"(34.0848, -118.2221)"
0002992435-0001-5,PHO 999 RESEDA LLC,,7255   RESEDA BLVD,RESEDA,91335-3046,7255 RESEDA 91335-3046,,,,722110,Full-service restaurants,3,10/01/2016,,"(34.2027, -118.5363)"
0002974810-0001-0,"FARBER ENTERPRISES, LLC",,1014   MARCO PLACE,VENICE,90291-3936,1014 MARCO 90291-3936,,,,722110,Full-service restaurants,11,01/24/2017,,"(33.9963, -118.4563)"
0003120399-0001-9,EMMA GIRON,SAN VICENTE RESTAURANT,3071 W PICO BLVD,LOS ANGELES,90006-3803,3071 PICO 90006-3803,1608 W 35TH STREET,LOS ANGELES,90018-3939,722110,Full-service restaurants,10,03/18/2019,,"(34.0475, -118.3082)"
0002811638-0001-1,SAWTELLE BBQ INC,BUTCHER'S DOG,11301 W OLYMPIC BLVD #116-117,LOS ANGELES,90064-1653,11301 OLYMPIC 90064-1653,,,,722110,Full-service restaurants,11,03/01/2015,,"(34.0381, -118.4412)"
0003133116-0001-8,MORIS GARAY,PANADERI Y RESTAURANT MONJA BLANCA,936 N WESTERN AVENUE,LOS ANGELES,90029-3216,936 WESTERN 90029-3216,,,,722110,Full-service restaurants,13,06/11/2019,,"(34.0876, -118.3088)"
0000005775-0009-6,PANDHER FAST FOOD INC,,15753   ROSCOE BLVD,NORTH HILLS,91343-6407,15753 ROSCOE 91343-6407,12771   VAN NUYS BLVD,PACOIMA,91331-1627,722110,Full-service restaurants,12,06/05/2019,,"(34.2217, -118.4762)"
0002989050-0001-1,OSCAR N GONZALEZ / GLORIA E LAINEZ,RESTAURANTE EL MANANTIAL,8221   SAN FERNANDO ROAD,SUN VALLEY,91352-3219,8221 SAN FERNANDO 91352-3219,,,,722110,Full-service restaurants,6,05/15/2017,,"(34.2195, -118.3698)"
0000932768-0001-7,BRADLEY G GOLD,BLACK DOG COFFEE,5657 WILSHIRE BLVD #150,LOS ANGELES,90036-3762,5657 WILSHIRE 90036-3762,,,,722110,Full-service restaurants,4,09/08/1998,,"(34.0624, -118.3517)"
0002697429-0001-0,OCHOA'S CORPORATION,BURRITOS EL CHAVO,12449 RIVERSIDE DRIVE,NORTH HOLLYWOOD,91607-3509,12449 RIVERSIDE 91607-3509,,,,722110,Full-service restaurants,2,07/01/2013,,"(34.1576, -118.4044)"
0003193649-0001-1,"DAMIAN LA, LLC",,2132 E 7TH PLACE,LOS ANGELES,90021-1758,2132 7TH 90021,2132 E 7TH PLACE,LOS ANGELES,90021-1758,722110,Full-service restaurants,14,04/13/2020,,"(34.0331, -118.229)"
